 ,Pos,No.,Name,Club,Category,Status,Time Taken,Award,Generation,Newcomer,Events,Generation,Ingleborough,Cold Cotes,Whernside,Ribblehead,Pen-y-ghent,Finish
Details/Certificate,457th,422,Marc Henderson,Welland Valley CC,MV50, ,05:10:53,Merit, ,N,0, ,01:15:14,01:38:45,02:46:49,03:23:04,04:37:42,05:10:53
Details/Certificate,458th,352,Julian Earnshaw,Bowland Pennine MRT,MV40, ,05:11:15,Merit, ,N,0, ,01:18:49,01:41:44,02:56:15,03:26:34,04:43:31,05:11:15
Details/Certificate,459th,435,Paul McCormacFacebook,Apollo Cycling Team,MV50, ,05:11:21,Merit, , ,1, ,01:15:42,01:42:29,02:51:35,03:26:17,04:39:44,05:11:21
Details/Certificate,460th,473,Mairi-Jane Mallen,U/A Otley,FV40, ,05:12:11,Merit, , ,5, ,01:14:31,01:39:13,02:49:41,03:25:49,04:39:26,05:12:11
Details/Certificate,461st,627,Dominic Donnini,Kendal CC,MV40, ,05:12:28,Merit, , ,1, ,01:20:41,01:42:28,02:57:40,03:30:03,04:44:48,05:12:28
Details/Certificate,462nd,528,Simon Hayes,VC Cumbria,MV40, ,05:13:02,Merit, , ,2, ,01:22:21,01:47:16,02:59:54,03:33:10,04:44:33,05:13:02
Details/Certificate,463rd,573,Peter Gillott,Calder Clarion,MV50, ,05:14:11,Merit, ,N,0, ,01:17:29,01:41:19,02:50:54,03:24:52,04:40:55,05:14:11
Details/Certificate,464th,370,Roger LockleyFacebook,Ilkley CC,MV40, ,05:14:46,Merit, ,N,0, ,01:17:01,01:42:02,02:52:27,03:26:55,04:43:26,05:14:46
Details/Certificate,465th,508,Daniel Bateman,BaMCC,MV40, ,05:14:51,Merit, ,N,0, ,01:18:42,01:47:24,02:53:45,03:32:46,04:42:36,05:14:51
Details/Certificate,466th,577,David Hordon,West Lothian Clarion,MV50, ,05:14:57,Merit, ,N,0, ,01:16:16,01:45:30,02:51:37,03:30:07,04:39:18,05:14:57
Details/Certificate,467th,420,Hagen Grube,DIMB  Germany,MV50, ,05:15:24,Merit, , ,450, ,01:21:29,01:47:40,02:58:22,03:32:56,04:45:13,05:15:24
Details/Certificate,468th,338,Alan BontoftTwitterStrava,Leicester Forest CC,MV40, ,05:15:26,Merit, ,N,0, ,01:18:31,01:43:17,02:56:31,03:31:26,04:45:32,05:15:26
Details/Certificate,469th,399,Andrew Whiteside,Ilkley CC,MV40, ,05:15:37,Merit, , ,1, ,01:12:16,01:52:09,03:02:07,03:36:35,04:46:08,05:15:37
Details/Certificate,470th,559,Murray Winterfrost,Twickenham CC,MV40, ,05:16:14,Merit, ,N,0, ,01:16:20,01:41:57,02:51:52,03:30:27,04:44:10,05:16:14
Details/Certificate,471st,525,Guy Groves,Cuddington,MV40, ,05:16:16,Merit, ,N,0, ,01:21:27,01:44:10,03:01:54,03:33:57,04:48:30,05:16:16
Details/Certificate,472nd,404,Simon Anderton,Todmorden Harriers,MV50, ,05:16:26,Merit, , ,3, ,01:21:10,01:45:41,02:59:07,03:34:18,04:47:03,05:16:26
Details/Certificate,473rd,585,Stephen Moor,Settle Harriers,MV50, ,05:16:41,Merit, , ,2, ,01:21:30,01:44:28,02:59:03,03:30:18,04:46:48,05:16:41
Details/Certificate,474th,638,Richard Edwards,Huddersfield Star Wheelers,MV50, ,05:17:18,Merit, , ,4, ,01:16:33,01:41:37,02:50:35,03:29:44,04:46:59,05:17:18
Details/Certificate,475th,529,Peter Heath,U/A Duffield,MV40, ,05:17:48,Merit, ,N,0, ,01:14:56,01:39:18,02:46:55,03:20:08,04:41:25,05:17:48
Details/Certificate,476th,570,Ian FairyTwitter,Ashfield RC,MV50, ,05:18:11,Merit, ,N,0, ,01:19:15,01:45:16,02:57:53,03:36:40,04:46:59,05:18:11
Details/Certificate,477th,614,Andrea Rodgers,Norton Wheelers,FV40, ,05:18:29,Merit,G, ,13,P/D Dave & Andrea Halman,01:19:53,01:45:49,02:59:03,03:35:18,04:46:12,05:18:29
Details/Certificate,478th,521,Rupert Finn,Fat Boys,MV40, ,05:18:40,Merit, ,N,0, ,01:23:24,01:46:23,03:01:44,03:33:59,04:49:26,05:18:40
Details/Certificate,479th,586,Andy Mouncey,U/A High Bentham,MV50, ,05:18:49,Merit, ,N,0, ,01:04:04,01:23:12,02:30:09,03:37:53,04:50:14,05:18:49
Details/Certificate,480th,542,Christian Nightingale,Nottingham Clarion,MV40, ,05:18:53,Merit, ,N,0, ,01:15:15,01:43:12,02:54:07,03:36:33,04:46:21,05:18:53
Details/Certificate,481st,278,Callum Barnes,Bath CC,M, ,05:18:54,Merit, ,N,0, ,01:18:12,01:43:46,02:54:25,03:30:46,04:44:42,05:18:54
Details/Certificate,482nd,631,Jon MyhillTwitter,Clitheroe Bike Club,MV40, ,05:18:58,Merit, , ,1, ,01:15:57,01:41:05,02:50:54,03:30:01,04:44:25,05:18:58
Details/Certificate,483rd,436,Steve MckenzieFacebook,Bike and Run,MV50, ,05:19:04,Merit, ,N,0, ,01:10:19,01:32:09,02:35:09,03:05:04,04:09:21,05:19:04
Details/Certificate,484th,571,Andy Fraser,York Cycleworks,MV50, ,05:19:08,Merit, , ,7, ,01:18:00,01:42:49,02:58:20,03:32:56,04:49:11,05:19:08
Details/Certificate,485th,442,Chris Pugh,U/A Richmond,MV50, ,05:19:19,Merit, , ,1, ,01:17:28,01:40:17,02:52:59,03:28:56,04:48:53,05:19:19
Details/Certificate,486th,444,Graham Robson,Hull Thursday RC  Netherlands,MV50, ,05:20:05,Merit, , ,27, ,01:19:23,01:44:24,02:59:43,03:32:01,04:48:25,05:20:05
Details/Certificate,487th,608,Lucy Donnelly,Beacon Wheelers,FV40, ,05:21:11,Merit, , ,1, ,01:21:48,01:46:50,02:59:37,03:34:19,04:49:50,05:21:11
Details/Certificate,488th,475,Lisa Waistell,Beacon Wheelers,FV40, ,05:21:13,Merit, , ,1, ,01:20:33,01:46:45,02:59:58,03:35:36,04:47:33,05:21:13
Details/Certificate,489th,558,Colin Wilson,U/A Montagnat France,MV40, ,05:21:19,Merit, , ,1, ,01:18:32,01:44:05,02:52:32,03:29:31,04:47:24,05:21:19
Details/Certificate,490th,611,Victoria MayesTwitterInstagram,U/A Brighton,FV40, ,05:22:45,Merit, ,N,0, ,01:26:54,01:52:36,03:06:09,03:42:13,04:54:12,05:22:45
Details/Certificate,491st,305,Craig Outhwaite,Settle Wheelers,M, ,05:23:00,Merit, ,N,0, ,01:20:18,01:43:52,03:01:13,03:32:52,04:53:09,05:23:00
Details/Certificate,492nd,613,Susan RigbyFacebookStrava,Allen Valley Velo,FV40, ,05:23:09,Merit, ,N,0, ,01:18:58,01:45:17,02:53:49,03:45:32,04:54:02,05:23:09
Details/Certificate,493rd,292,Neil Green,Leighton Buzzard Road CC,M, ,05:23:45,Merit, ,N,0, ,01:11:04,01:34:35,02:37:03,03:12:01,04:22:47,05:23:45
Details/Certificate,494th,618,Andrea Sutcliffe,U/A Burnley,FV50, ,05:24:08,Merit, , ,1, ,01:24:54,01:49:21,03:03:52,03:39:07,04:53:59,05:24:08
Details/Certificate,495th,328,Dan CharltonInstagramStrava,Hetton Hawks - Scott UK,MU18, ,05:24:49,Merit, ,N,0, ,01:03:52,01:25:14,02:21:46,02:52:09,04:55:33,05:24:49
Details/Certificate,496th,649,Fred MacSorley,Apollo Cycle Club,MV60, ,05:27:21,Merit,G, ,4,P/S Fred & Allister MacSorley,01:21:57,01:46:30,03:08:37,03:40:24,04:58:11,05:27:21
Details/Certificate,497th,564,Peter Bradford,U/A Birstall,MV50, ,05:28:25,Merit, , ,8, ,01:22:19,01:47:08,03:04:06,03:37:55,04:57:03,05:28:25
Details/Certificate,498th,588,John Noone,Lincoln Wheelers,MV50, ,05:28:30,Merit, ,N,0, ,01:18:36,01:44:11,03:00:07,03:37:57,04:53:07,05:28:30
Details/Certificate,499th,641,Geoffrey Lofthouse,U/A Leeds,MV50, ,05:28:39,Merit, ,N,0, ,01:20:41,01:44:06,02:59:05,03:34:52,04:59:31,05:28:39
Details/Certificate,500th,299,Richard Johnson,Johnsons Coaches,M, ,05:30:32,Merit,G, ,2,P/S John & Richard Johnson,01:14:27,01:35:42,02:49:18,03:25:59,05:02:16,05:30:32
Details/Certificate,501st,398,Jonathan Whiteside,Ben Wyvis Cycle Club,MV40, ,05:30:45,Merit, ,N,0, ,01:18:52,01:51:33,03:04:05,03:40:17,04:56:25,05:30:45
Details/Certificate,502nd,606,Joanne Jebb,Norton Wheelers,F, ,05:31:18,Merit, , ,3, ,01:20:23,01:50:32,03:02:41,03:40:59,04:56:44,05:31:18
Details/Certificate,503rd,256,Samantha Burman,Team WNT,F, ,05:31:32,Merit, ,N,0, ,01:21:53,01:51:45,03:01:47,03:40:19,04:57:26,05:31:32
Details/Certificate,504th,274,Elizabeth Clayton,Stirling Bike Club,FV50, ,05:32:44,Merit, ,N,0, ,01:21:22,01:52:10,03:07:58,03:45:28,04:59:10,05:32:44
Details/Certificate,505th,465,Clare Smith,Pedalsport,F, ,05:32:54,Merit, , ,2, ,01:17:26,01:45:53,02:59:40,03:42:08,05:01:51,05:32:54
Details/Certificate,506th,561,Mark AsquithFacebookTwitter,Scarborough Paragon CC,MV50, ,05:33:39,Merit, ,N,0, ,01:21:15,01:52:30,03:09:04,03:45:08,05:01:13,05:33:39
Details/Certificate,507th,640,Edric Hobbs,Bike City T3,MV50, ,05:35:34,Merit, , ,7, ,01:22:43,01:47:01,03:05:42,03:38:02,05:05:56,05:35:34
Details/Certificate,508th,626,William McLellan,HACC,MU18, ,05:35:37,Merit, ,N,0, ,01:21:08,01:45:53,02:57:38,03:35:30,04:55:56,05:35:37
Details/Certificate,509th,535,Richard LawrenceStrava,Cycle Club Ashwell,MV40, ,05:35:38,Merit, ,N,0, ,01:25:44,01:52:33,03:07:47,03:44:31,05:02:43,05:35:38
Details/Certificate,510th,595,Adrian Walsh,54 x 11 Race Team,MV50, ,05:36:43,Merit, ,N,0, ,01:21:03,01:46:52,03:07:12,03:40:38,05:07:15,05:36:43
Details/Certificate,511th,602,Derek King,Apollo Cycle Club,MV60, ,05:37:33,Merit, , ,2, ,01:22:30,01:46:37,03:05:07,03:38:15,05:06:28,05:37:33
Details/Certificate,512th,592,Chris Stamp,U/A Osmotherley N Yorks,MV50, ,05:37:52,Merit, ,N,0, ,01:24:14,01:48:03,03:04:31,03:41:02,05:01:26,05:37:52
Details/Certificate,513th,466,Enya Tabram,Team Jewson / MI Racing / Polypipe,F, ,05:40:02,Merit, , ,1, ,01:23:42,01:50:10,03:07:33,03:45:25,05:06:16,05:40:02
Details/Certificate,514th,560,Adam Winthrop,Skipton Cycling Club,MV40, ,05:44:02,Merit, ,N,0, ,01:15:34,01:35:41,02:45:22,03:25:41,05:14:08,05:44:02
Details/Certificate,515th,514,Mark Crampton,U/A Reigate,MV40, ,05:44:26,Merit, ,N,0, ,01:13:47,01:37:16,02:47:17,03:59:43,05:11:58,05:44:26
Details/Certificate,516th,474,Michelle Paget,Leamington Spa,FV40, ,05:45:52,Merit, ,N,0, ,01:29:24,01:55:34,03:19:52,03:54:31,05:12:32,05:45:52
Details/Certificate,517th,635,Simon Wright,Spalding Cycling Club,MV40, ,05:47:21,Merit, ,N,0, ,01:25:35,01:52:28,03:09:56,03:49:43,05:12:51,05:47:21
Details/Certificate,518th,345,Steve CartmellTwitter,Bowland Fell Runners,MV40, ,05:49:34,Merit, , ,1, ,01:21:59,01:52:21,03:06:50,03:51:03,05:10:18,05:49:34
Details/Certificate,519th,645,Falk Schultze-Motel,Harz-Core  Germany,MV50, ,05:49:44,Merit, , ,2, ,01:26:22,01:51:29,03:14:40,03:49:20,05:18:37,05:49:44
Details/Certificate,520th,429,Stephen Laycock,Clitheroe Bike Club,MV50, ,05:50:15,Merit,G,N,0,P/S Stephen & Andy Laycock,01:25:36,01:54:24,03:14:50,03:56:18,05:16:01,05:50:15
Details/Certificate,521st,226,Carlos Gil-Roig,Zarabici  Spain,MV50, ,05:50:18,Merit, ,N,0, ,01:19:09,01:50:11,03:05:42,03:50:03,05:12:21,05:50:18
Details/Certificate,522nd=,459,Pete Williams,U/A Wiltshire,MV50, ,05:51:23,Merit, ,N,0, ,01:23:49,01:50:35,03:10:09,03:53:31,05:17:28,05:51:23
Details/Certificate,522nd=,385,Derren Sarginson,U/A Consett,MV40, ,05:51:23,Merit, ,N,0, ,01:23:59,01:50:35,03:07:07,03:53:02,05:15:20,05:51:23
Details/Certificate,524th,534,Paul Kennings,U/A Crewe,MV40, ,05:52:37,Merit, ,N,0, ,01:30:36,01:54:43,03:19:39,03:53:19,05:24:02,05:52:37
Details/Certificate,525th,591,John Senior,York Cycleworks,MV50, ,05:53:05,Merit, ,N,0, ,01:27:05,01:57:22,03:13:36,03:57:18,05:15:55,05:53:05
Details/Certificate,526th,607,Cathy Clifford,Kingston Wheelers,FV40, ,05:55:28,Merit, ,N,0, ,01:26:09,01:55:26,03:14:36,03:53:02,05:16:58,05:55:28
Details/Certificate,527th,572,Brian Fulton,Derwent Valley CC,MV50, ,05:57:22,Merit, , ,1, ,01:26:05,01:52:32,03:13:16,03:50:42,05:21:05,05:57:22
Details/Certificate,528th,518,Tim DoyleFacebook,Velo Club Bread and Bitter (VCBB),MV40, ,05:58:03,Merit, , ,1, ,01:23:48,01:52:49,03:09:45,03:52:36,05:18:01,05:58:03
Details/Certificate,529th,609,Gilly Dukes,Huddersfield Star Wheelers,FV40, ,06:02:13,Merit, ,N,0, ,01:25:18,01:52:27,03:09:39,03:50:30,05:19:46,06:02:13
Details/Certificate,530th,509,Paul Beever,U/A Selby,MV40, ,06:03:07,Merit, ,N,0, ,01:23:48,01:47:01,03:09:47,03:44:49,05:28:52,06:03:07
Details/Certificate,531st,515,Alan Curry,U/A Durham,MV40, ,06:06:58,Merit, ,N,0, ,01:28:35,01:57:40,03:20:47,04:04:15,05:28:25,06:06:58
Details/Certificate,532nd,630,Dave LeonardStrava,Alford Wheelers,MV40, ,06:07:00,Merit, ,N,0, ,01:21:35,01:51:56,03:13:30,03:56:05,05:26:07,06:07:00
Details/Certificate,533rd,648,Dave Halman,Weaver Valley CC,MV60, ,06:08:38,Merit,G, ,40,P/D Dave & Andrea Halman,01:27:00,01:57:01,03:17:08,03:58:00,05:28:56,06:08:38
Details/Certificate,534th,533,Deryck Jones,Huddersfield Star Wheelers,MV40, ,06:09:32,Merit, ,N,0, ,01:32:01,02:01:41,03:28:47,04:07:32,05:38:00,06:09:32
Details/Certificate,535th,598,Craig Alexander,U/A Wagga Wagga Australia,MV60, ,06:10:51,Merit, ,N,0, ,01:25:03,01:55:41,03:24:33,04:07:29,05:32:20,06:10:51
Details/Certificate,536th,605,Louise Foley,Cambridge Cycling Club,F, ,06:21:13,Merit, ,N,0, ,01:28:30,01:57:45,03:17:18,03:50:18,05:23:28,06:21:13
Details/Certificate,537th,636,Paul Bartliff,York Cycleworks,MV50, ,06:24:42,Merit, ,N,0, ,01:30:17,01:58:31,03:24:56,04:07:57,05:42:52,06:24:42
Details/Certificate, ,47,James Lyon,U/A New Mills,M, ,rtd, , , ,6, ,01:00:37,01:19:54,02:13:16,03:05:46,-----,-----
Details/Certificate, ,397,James Watson,U/A Twickenham,MV40, ,rtd, , , ,4, ,00:59:02,01:21:05,-----,-----,-----,-----
Details/Certificate, ,228,Paul HeskethFacebookStrava,U/A Colne,MV50, ,rtd, , , ,4, ,01:03:24,01:24:04,-----,-----,-----,-----
Details/Certificate, ,633,Eric Sheley,U/A Woodham Surrey,MV40, ,rtd, , ,N,0, ,01:34:58,02:09:25,-----,-----,-----,-----
Details/Certificate, ,612,Stephanie Peters,Team Jewson Polypipe Racing,FV40, ,rtd, , ,N,0, ,01:31:58,02:06:48,-----,-----,-----,-----
Details/Certificate, ,272,Molly Horsley Frost,Buxton CC (Sett Valley Cycles),FV40, ,rtd, , , ,6, ,01:08:15,01:32:12,-----,-----,-----,-----
Details/Certificate, ,354,Robert Fishwick,U/A Glossop,MV40, ,rtd, , ,N,0, ,01:12:40,01:35:23,02:44:07,03:16:21,-----,-----
Details/Certificate, ,16,David Cooke,U/A Leeds,M, ,rtd, , ,N,0, ,01:19:53,-----,-----,-----,-----,-----
Details/Certificate, ,646,Chris Young,U/A Dronfield,MV50, ,rtd, , ,N,0, ,01:44:06,02:23:22,-----,-----,-----,-----
Details/Certificate, ,174,Duncan Moralee,All Terrain Cycles,MV40, ,rtd, , , ,1, ,01:10:58,01:32:44,02:38:46,03:35:23,-----,-----
Details/Certificate, ,402,Richard WoodTwitter,Kendal CC,MV40, ,rtd, , , ,5, ,01:10:28,01:30:14,02:33:52,03:06:20,-----,-----
Details/Certificate, ,152,Mark Horsley Frost,Buxton CC (Sett Valley Cycles),MV40, ,rtd, , , ,4, ,00:56:37,01:12:51,02:01:59,03:02:59,-----,-----
Details/Certificate, ,596,Brett Weeden,Keighley & Craven AC,MV50, ,rtd, ,G, ,14,P/S Brett & Jack Weeden,01:39:07,02:17:59,-----,-----,-----,-----
Details/Certificate, ,448,Mike Sheldrake,Leicester Forest CC,MV50, ,rtd, , ,N,0, ,01:09:33,01:31:30,02:43:03,03:44:15,-----,-----
Details/Certificate, ,499,Jack Weeden,U/A London,M, ,rtd, ,G, ,1,P/S Brett & Jack Weeden,01:39:10,02:17:54,-----,-----,-----,-----
Details/Certificate, ,568,Daniel Doncaster,Cycle Club Ashwell,MV50, ,m1 rtd, , , ,4, ,-----,01:36:50,-----,-----,-----,-----
Details/Certificate, ,289,Will Fenning,Ashfield RC,M, ,rtd, , ,N,0, ,01:17:18,01:45:45,-----,-----,-----,-----
Details/Certificate, ,623,Paul Murray,U/A Winchester,M, ,rtd, , ,N,0, ,01:42:56,02:23:40,-----,-----,-----,-----
Details/Certificate, ,252,John Wood,Ilkley CC,MV50, ,rtd, , , ,10, ,01:01:11,01:21:26,02:16:05,02:42:57,-----,-----
Details/Certificate, ,500,Sam Lee,Jedi Cycle Sport,MU18, ,rtd, , ,N,0, ,01:11:24,01:31:43,03:23:08,04:35:58,-----,-----
Details/Certificate, ,600,Brian Crossley,Wakefield Triathlon Club,MV60, ,rtd, , ,N,0, ,01:42:31,02:11:03,-----,-----,-----,-----
Details/Certificate, ,610,Mandie James,U/A Alfreton,FV40, ,rtd, , , ,2, ,01:28:26,02:01:36,03:34:39,04:32:29,-----,-----
Details/Certificate, ,643,Phill Routh,U/A Baildon,MV50, ,rtd, , , ,1, ,01:30:05,02:01:11,03:42:05,04:32:30,-----,-----
Details/Certificate, ,40,Matt Lawton,Macclesfield Wheelers,M, ,rtd, , , ,5, ,00:53:49,01:07:52,01:56:36,02:24:18,-----,-----
Details/Certificate, ,647,Terry Beisty,U/A Scunthorpe,MV60, ,rtd, , , ,19, ,01:37:49,02:11:32,-----,-----,-----,-----
Details/Certificate, ,320,Joris van Ophuizen,Specialized Workforce  Netherlands,M,Active,rtd, , ,N,0, ,01:26:37,01:53:46,03:15:57,03:57:23,-----,-----
Details/Certificate, ,350,Alan DorringtonTwitter,Handsling Racing,MV40, ,rtd, , , ,7, ,01:06:14,01:30:41,-----,-----,-----,-----
Details/Certificate, ,615,Amanda Waller,Teesdale CRC,FV40, ,rtd, , ,N,0, ,01:40:39,02:25:21,-----,-----,-----,-----
Details/Certificate, ,620,Judith Killen,U/A Wagga Wagga Australia,FV60, ,rtd, , ,N,0, ,01:39:03,02:11:35,-----,-----,-----,-----
Details/Certificate, ,142,Richard Greenep,Settle Wheelers,MV40, ,rtd, , , ,3, ,01:00:41,-----,-----,-----,-----,-----
Details/Certificate, ,258,Nicky Healy,Mammoth Lifestyle and Fitness Racing Team,F, ,rtd, , ,N,0, ,01:09:33,01:27:23,02:27:56,03:16:16,-----,-----
 ,,,,,,,,,,,,,,,,,,
